full_name,neo,pha,H,diameter,rot_per,e,a,q,i,ad,moid,moid_jup,producer,data_arc,first_obs,last_obs
" 58195 (1992 DH7)",N,N,15.3,,,.1222581884141196,2.393796912210505,2.101135638292335,6.830574144641069,2.686458186128674,1.10032,2.73537,"Otto Matic",10036,1992-02-29,2019-08-22
" 58277 (1993 TW33)",N,N,14.7,,,.05333710601847662,2.749103366076069,2.602474148383919,5.242921900651437,2.89573258376822,1.59573,2.30738,"Otto Matic",9345,1993-10-09,2019-05-11
" 58282 (1993 UB6)",N,N,15.1,2.328,,.1602835976048824,2.372641164471862,1.992345702804874,5.83104473983508,2.752936626138849,.981959,2.55,"Otto Matic",10085,1992-04-26,2019-12-06
" 58339 (1994 WB12)",N,N,15.7,2.074,,.07075367859548957,2.306027810809851,2.142867860251551,5.062511731687384,2.469187761368152,1.16147,2.52483,"Otto Matic",10073,1992-03-01,2019-09-29
" 58545 (1997 EG43)",N,N,14.7,3.795,,.05259441253526684,3.015804601155857,2.85719012983691,10.29274698071875,3.174419072474804,1.86079,2.09642,"Otto Matic",8097,1997-03-10,2019-05-11
" 58564 (1997 NQ6)",N,N,14.9,2.676,,.1225686458551345,2.276731753654845,1.997675825633985,4.369416515981417,2.555787681675706,1.00571,2.88835,"Otto Matic",9107,1994-11-26,2019-11-02
" 58674 (1997 YG12)",N,N,15.4,4.878,,.2313057197953758,2.672480138798381,2.054320196654775,3.510119755391778,3.290640080941986,1.05839,2.1749,"Otto Matic",8506,1996-07-15,2019-10-29
" 58735 (1998 EP2)",N,N,15.3,,,.149771471625714,2.441384309872339,2.075734588978831,2.286791020071957,2.807034030765847,1.08049,2.15706,"Otto Matic",9903,1992-10-25,2019-12-06
" 58818 (1998 HE2)",N,N,13.9,6.992,,.05070082610967442,3.066611683315707,2.911131937614021,10.44741225126599,3.222091429017392,1.93729,1.93937,"Otto Matic",7715,1998-03-24,2019-05-08
" 59042 (1998 SW162)",N,N,16.2,,,.1950815336236374,2.593481784876015,2.087541380857434,3.936292510413622,3.099422188894597,1.09961,2.26376,"Otto Matic",8658,1996-03-17,2019-11-30
" 59080 (1998 VU21)",N,N,16.0,,,.1285949117335471,2.238618928841399,1.950743925281991,4.951547157902872,2.526493932400806,.955149,2.91284,"Otto Matic",7390,1998-10-19,2019-01-12
" 59204 (1999 BF9)",N,N,15.3,4.684,,.2453680636332449,2.698516685862912,2.036386871970728,3.206037214602976,3.360646499755096,1.0541,1.75906,"Otto Matic",8037,1997-09-23,2019-09-25
" 59210 (1999 BJ13)",N,N,15.2,,,.1174936521647821,2.311932549682425,2.0402951508616,1.893541118021661,2.583569948503249,1.05534,2.62945,"Otto Matic",9014,1995-03-31,2019-12-04
" 59244 (1999 CG6)",N,N,14.4,7.155,,.2625028726616832,2.634726996267894,1.943103591068284,26.64511999653323,3.326350401467503,1.12293,2.2978,"Otto Matic",24780,1952-01-31,2019-12-05
" 59322 (1999 CB95)",N,N,15.7,,,.1430273676770778,2.439539676478129,2.090618738207672,3.393393035949117,2.788460614748585,1.08505,2.17885,"Otto Matic",9518,1993-10-11,2019-11-02
" 59387 (1999 FZ17)",N,N,15.5,1.993,,.1429545774807217,2.276450217166385,1.951021238215467,1.741965188655985,2.601879196117303,.945701,2.36116,"Otto Matic",10359,1990-10-25,2019-03-06
" 59609 (1999 JB67)",N,N,15.3,,,.1026092035869334,2.535839609089841,2.275639126376932,5.563536533050417,2.79604009180275,1.27005,2.21652,"Otto Matic",10252,1991-04-13,2019-05-08
" 59644 (1999 JS88)",N,N,14.5,2.574,,.06272753807241019,2.472930139179151,2.31780931972338,7.625038394093492,2.628050958634922,1.302,2.52883,"Otto Matic",7520,1999-03-24,2019-10-25
" 59775 (1999 NL29)",N,N,14.9,,,.1768134620091622,2.798290075012872,2.303514719143968,6.902902582902138,3.293065430881776,1.29092,1.80332,"Otto Matic",7946,1998-03-03,2019-12-04
" 60066 (1999 TM124)",N,N,14.6,5.072,,.176810832691593,3.082473975327208,2.53745918499944,2.416590146365204,3.627488765654976,1.52212,1.61681,"Otto Matic",10313,1991-02-14,2019-05-11
" 60185 (1999 VY21)",N,N,15.5,1.979,,.08732041406494453,2.243179025931163,2.047303704565055,2.350901549828598,2.439054347297271,1.03884,2.53513,"Otto Matic",10426,1991-05-14,2019-11-29
" 60218 (1999 VP92)",N,N,14.3,7.659,,.1688828641399474,3.125878849438768,2.597971476391065,3.38417997054233,3.65378622248647,1.58494,1.61782,"Otto Matic",9848,1992-04-24,2019-04-11
" 60223 (1999 VD118)",N,N,15.4,,,.06633374233310875,2.832736939246528,2.64483089702107,2.898542225111367,3.020642981471986,1.65989,2.14471,"Otto Matic",7953,1997-03-06,2018-12-14
" 60311 (1999 XS216)",N,N,15.7,,,.1276162160268878,2.354933425675663,2.054405732895699,7.526594398174555,2.655461118455628,1.06778,2.81346,"Otto Matic",9600,1993-01-26,2019-05-10
" 60382 (2000 AR182)",N,N,15.5,1.827,,.05390493661322374,2.274375896183568,2.151775807665149,6.451276186518566,2.396975984701988,1.17157,2.71113,"Otto Matic",10394,1991-06-15,2019-11-29
" 60401 (2000 BQ21)",N,N,11.7,18.382,,.03993262174514061,5.252847296312823,5.043087332144179,8.554487114065051,5.462607260481468,4.06838,.168484,"Otto Matic",13279,1983-07-14,2019-11-21
" 60565 (2000 EB109)",N,N,14.6,,,.1400959027165281,2.555077112511057,2.197121277923481,7.976604047201971,2.913032947098634,1.21338,2.11779,"Otto Matic",10588,1990-12-11,2019-12-07
" 60748 (2000 GC96)",N,N,14.2,,,.08668722620201462,2.578836570028535,2.355284380944443,7.821293560658191,2.802388759112626,1.34528,2.18722,"Otto Matic",8097,1997-10-06,2019-12-07
" 60952 (2000 JM62)",N,N,15.1,,,.09403322674110222,2.622913922696188,2.376272863080903,13.3249406018686,2.869554982311472,1.38182,2.13236,"Otto Matic",7651,1998-12-22,2019-12-03
" 61010 (2000 KR36)",N,N,15.5,,,.1441599033483192,2.615814806849876,2.238719197117296,10.60349978859198,2.992910416582456,1.22854,2.38039,"Otto Matic",9018,1995-02-24,2019-11-03
" 61047 (2000 KJ63)",N,N,16.4,,,.03705131008867149,2.223679881540758,2.141289628711851,6.958948400388849,2.306070134369666,1.14133,2.65044,"Otto Matic",9489,1993-02-16,2019-02-09
" 61101 (2000 LD30)",N,N,16.3,1.411,,.1864929280306559,2.199804093303968,1.789556186849889,5.984736846543847,2.610051999758047,.772575,2.51799,"Otto Matic",8479,1996-01-15,2019-04-03
" 61408 (2000 QR11)",N,N,14.8,3.043,,.02414454294070191,2.549702397390875,2.488140998371061,11.29248132661116,2.61126379641069,1.51013,2.41013,"Otto Matic",8302,1996-08-14,2019-05-08
" 61544 (2000 QZ64)",N,N,15.5,5.001,,.259214567884357,2.380682696386895,1.7635750599732,6.44813398491353,2.997790332800589,.759344,2.33959,"Otto Matic",10086,1992-04-26,2019-12-07
" 61738 (2000 QS152)",N,N,16.5,,,.1945556158924519,2.234304441733225,1.799607964980577,4.756262572282417,2.669000918485874,.793949,2.74408,"Otto Matic",8392,1996-04-13,2019-04-05
" 61750 (2000 QD157)",N,N,15.3,3.020,331.564,.02450366246598359,2.599608289647801,2.535908365574499,8.322924149770557,2.663308213721104,1.54437,2.31267,"Otto Matic",7263,1999-04-14,2019-03-03
" 61925 (2000 RA3)",N,N,14.1,8.173,,.05623719843784825,3.132461431417313,2.956300576299792,21.56093067446941,3.308622286534835,1.97068,1.98083,"Otto Matic",9093,1994-06-08,2019-05-01
" 61944 (2000 RM13)",N,N,15.2,2.224,,.1773026754221028,2.399636385253176,1.974174434107564,7.311865240000313,2.825098336398788,.959407,2.23173,"Otto Matic",7596,1999-02-12,2019-11-30
" 61952 (2000 RG17)",N,N,15.1,,,.1949825944930236,2.577738688963893,2.075124511464668,12.20474523256473,3.080352866463118,1.07564,2.39306,"Otto Matic",9169,1994-03-16,2019-04-23
" 62004 (2000 RG38)",N,N,15.5,,,.1421846186922707,2.609789860895893,2.238717884657456,2.419883120756888,2.98086183713433,1.2292,2.3717,"Otto Matic",8216,1996-10-05,2019-04-04
" 62117 (2000 RC102)",N,N,13.2,,13.5,.1939474254957903,3.184601485585721,2.566956226226301,27.1547527845967,3.802246744945141,1.62384,1.76568,"Otto Matic",9892,1992-04-08,2019-05-09
" 62226 (2000 SD68)",N,N,15.0,,,.04541471055673318,2.88069586677872,2.749869897786987,2.410606789546904,3.011521835770453,1.76689,2.08863,"Otto Matic",9753,1993-03-24,2019-12-06
" 62398 (2000 SR170)",N,N,14.2,5.203,,.1205209863874991,3.00057013837553,2.638938465573637,9.481274195740854,3.362201811177424,1.64648,2.07119,"Otto Matic",7675,1998-05-01,2019-05-06
" 62422 (2000 SK184)",N,N,16.0,1.504,,.1114676668544523,2.345133087790946,2.083726574031712,7.507975845594512,2.60653960155018,1.07299,2.53945,"Otto Matic",9036,1995-02-07,2019-11-04
" 62506 (2000 SJ234)",N,N,14.2,5.530,,.1312524131553294,3.050864012379518,2.650430748545956,11.9784533828106,3.451297276213081,1.67228,2.07443,"Otto Matic",8505,1995-12-19,2019-04-02
" 62632 (2000 SB356)",N,N,14.7,,,.177593056258861,2.744322070390492,2.2569495265512,10.46029494753853,3.231694614229785,1.27423,1.99209,"Otto Matic",15400,1977-10-08,2019-12-07
" 62700 (2000 TA30)",N,N,16.3,,,.2021206074518777,2.379483969047314,1.898541223801466,3.253370886239852,2.860426714293161,.881672,2.30035,"Otto Matic",9042,1993-12-14,2018-09-16
" 62894 (2000 UP101)",N,N,14.7,6.409,,.1296546598735034,3.095469358569129,2.694127331734997,12.86290696968025,3.496811385403261,1.74656,1.81485,"Otto Matic",7149,1999-10-13,2019-05-10
" 63018 (2000 WO41)",N,N,13.7,6.415,,.04794553166859165,3.17587421499653,3.023605237245951,19.97782314113881,3.32814319274711,2.0593,1.89746,"Otto Matic",7123,1999-11-10,2019-05-12
" 63135 (2000 WX190)",N,N,15.4,3.596,,.2242802357978203,2.441652409239798,1.89403803115918,14.92686331467084,2.989266787320416,.893485,2.15136,"Otto Matic",7551,1999-03-25,2019-11-26
" 63272 (2001 CC49)",N,N,12.3,,,.04093677129389595,5.183273051648631,4.971086588179477,9.730051519485269,5.395459515117785,3.98624,.0910713,"Otto Matic",7170,2000-01-04,2019-08-22
" 63299 (2001 EH8)",N,N,15.3,5.351,,.1507358827733016,2.731434107120134,2.319708975746276,9.414824830936242,3.143159238493992,1.31813,2.06878,"Otto Matic",9393,1993-07-23,2019-04-11
" 63355 (2001 FN143)",N,N,14.3,,,.3083653565636365,3.065682922702689,2.120332515132423,20.52734990227344,4.011033330272954,1.22117,1.70304,"Otto Matic",10273,1991-09-15,2019-10-31
" 63362 (2001 FD177)",N,N,14.3,4.948,,.1346445364232191,3.045738856613762,2.635646760198817,11.93881669108206,3.455830953028708,1.66321,2.12597,"Otto Matic",10455,1991-04-13,2019-11-27
" 63667 (2001 QK130)",N,N,14.5,,,.1723867301150043,3.070060598671492,2.540822890811601,10.25499204213849,3.599298306531383,1.53903,1.88628,"Otto Matic",7538,1999-03-20,2019-11-08
" 63728 (2001 QW237)",N,N,16.1,,6.00,.1802553966475978,2.418878229746357,1.982862375001188,2.314638601654754,2.854894084491526,.99931,2.4124,"Otto Matic",10017,1990-11-17,2018-04-21
" 63825 (2001 RA71)",N,N,15.8,,,.1919130210061355,2.189158333322748,1.769030344114023,3.673938385052654,2.609286322531473,.773659,2.86536,"Otto Matic",10105,1991-08-05,2019-04-05
" 63854 (2001 RU88)",N,N,15.8,3.397,,.2389813530670782,2.757111158716574,2.098213003450148,2.722034453869687,3.416009313983001,1.11139,1.95752,"Otto Matic",9297,1994-03-13,2019-08-26
" 63927 (2001 SU45)",N,N,16.1,,,.06565628946196732,2.593522597169726,2.423241526803797,.829381104735915,2.763803667535654,1.43729,2.40324,"Otto Matic",10121,1991-04-14,2018-12-29
" 64011 (2001 SX134)",N,N,14.9,5.856,,.0526723767137394,2.773606204497685,2.627513773638818,4.852767963285145,2.919698635356551,1.64861,2.19943,"Otto Matic",8929,1995-06-26,2019-12-06
" 64036 (2001 SO190)",N,N,16.8,,11.29,.1349140623563739,2.38389133229564,2.062270868439486,1.466498265851968,2.705511796151793,1.07936,2.38888,"Otto Matic",9549,1992-03-01,2018-04-23
" 64064 (2001 SC268)",N,N,16.0,,,.05351426994437478,2.212411062638417,2.094015499804464,4.267636006037556,2.33080662547237,1.1005,2.63466,"Otto Matic",10035,1991-10-13,2019-04-04
" 64065 (2001 SF268)",N,N,16.2,,,.1169407099865336,2.264742224027028,1.999901660412826,5.810036270750437,2.52958278764123,1.00832,2.86096,"Otto Matic",9374,1993-05-20,2019-01-18
" 64237 (2001 TK133)",N,N,16.1,,,.0635483664167224,2.346911839670951,2.197769426135797,7.510216969384171,2.496054253206105,1.21482,2.49493,"Otto Matic",10141,1992-02-23,2019-11-29
" 64324 (2001 UG42)",N,N,15.2,,,.04856198689843875,2.883929418089517,2.743880075472232,5.213666247836077,3.023978760706802,1.74213,2.21051,"Otto Matic",10068,1991-10-10,2019-05-04
" 64350 (2001 UV81)",N,N,15.4,,,.07627321138184795,2.864259329331297,2.645793072052781,3.156803759697253,3.082725586609814,1.66184,1.93433,"Otto Matic",10219,1991-10-07,2019-09-29
" 64367 (2001 UC109)",N,N,15.1,,,.1240016810281502,3.048402572209021,2.670395528804566,2.20788468399524,3.426409615613478,1.68413,1.88368,"Otto Matic",8623,1995-08-26,2019-04-05
" 64642 (2001 XK52)",N,N,14.7,6.263,,.1439672926923596,3.106366145380326,2.65915102131872,2.731907052624168,3.553581269441933,1.6765,1.5518,"Otto Matic",7649,1998-04-21,2019-03-31
" 64703 (2001 XH87)",N,N,14.2,9.801,,.04381113289496354,3.05013858775591,2.916508560739679,11.30941525820435,3.18376861477214,1.93725,1.99656,"Otto Matic",7680,1998-05-01,2019-05-11
" 64717 (2001 XH100)",N,N,14.4,4.470,,.08796973299952492,2.979833290431663,2.717698151489294,10.84741200104813,3.241968429374032,1.73742,2.00942,"Otto Matic",8261,1996-12-14,2019-07-28
" 64937 (2001 YE115)",N,N,14.8,,,.1930275983382714,2.753449661370234,2.221957886090611,6.085762563628736,3.284941436649857,1.22067,2.17352,"Otto Matic",7980,1998-01-31,2019-12-07
" 64965 (2001 YD155)",N,N,15.6,,,.02372125008871086,2.705595197956436,2.641415097626896,13.23594508580892,2.769775298285976,1.65038,2.30903,"Otto Matic",8450,1996-10-08,2019-11-27
" 65029 (2002 AC111)",N,N,14.6,6.587,,.122799862815491,3.1361287966639,2.751012610661862,6.322595562759517,3.521244982665937,1.73409,1.63646,"Otto Matic",15184,1977-10-11,2019-05-08
" 65137 (2002 CQ103)",N,N,16.0,,,.1273503382732656,2.582921068606463,2.253985196786286,4.051482597103354,2.911856940426641,1.25881,2.04998,"Otto Matic",8694,1995-07-22,2019-05-11
" 65142 (2002 CK111)",N,N,14.7,3.774,,.2955987183945583,2.535121851484185,1.78574308121142,9.50208286859619,3.284500621756949,.776128,2.11617,"Otto Matic",7903,1998-01-28,2019-09-18
" 65200 (2002 CL294)",N,N,14.4,4.919,2.4206,.06017800611247586,3.046975405277861,2.863614500714486,10.57504894518191,3.230336309841236,1.85206,1.87335,"Otto Matic",13509,1982-05-16,2019-05-11
" 65243 (2002 EP118)",N,N,12.6,13.231,,.06784328112675886,5.294932242374867,4.935706665708289,1.700374245091408,5.654157819041445,3.94316,.0726883,"Otto Matic",21517,1960-10-24,2019-09-22
" 65380 (2002 PQ97)",N,N,16.1,3.797,,.1907551626697779,2.239851968055794,1.812588641533089,4.526146983928334,2.667115294578498,.808074,2.76937,"Otto Matic",9954,1992-09-02,2019-12-04
" 65434 (2002 TD243)",N,N,14.6,6.230,,.2194097134468557,2.56784326628726,2.004433511054734,12.38149771018833,3.131253021519786,1.06273,2.2272,"Otto Matic",12019,1987-01-10,2019-12-07
" 65881 (1997 YO5)",N,N,15.8,2.623,,.1066936834421556,2.282931715992301,2.039357322166161,6.133645035420625,2.52650610981844,1.05696,2.58069,"Otto Matic",7779,1997-12-25,2019-04-13
" 66075 (1998 RT51)",N,N,14.2,,,.07573692894346901,3.181120979561695,2.940192645972052,5.120679783474253,3.422049313151338,1.94664,2.01184,"Otto Matic",7542,1998-09-14,2019-05-09
" 66084 (1998 RY63)",N,N,14.3,,,.06499736383429537,3.18253806676476,2.975681482122756,9.7395382300727,3.389394651406764,2.0102,1.82827,"Otto Matic",7211,1998-09-14,2018-06-12
" 66088 (1998 RE71)",N,N,14.4,4.722,,.171457654420497,3.051822176545363,2.528563904446439,5.651252579988221,3.575080448644287,1.54945,1.677,"Otto Matic",9015,1995-02-25,2019-11-01
" 66117 (1998 SV69)",N,N,16.1,,,.1539294995990252,2.381060137113637,2.014544741692548,8.931584797631889,2.747575532534725,1.0204,2.69009,"Otto Matic",7543,1998-08-17,2019-04-12
" 66120 (1998 SF74)",N,N,15.9,,,.2054023425175202,2.396988556321343,1.90464149186525,3.076991529975925,2.889335620777435,.92211,2.36693,"Otto Matic",10054,1992-02-09,2019-08-20
" 66222 (1999 CV75)",N,N,14.0,6.882,,.09589148281433982,3.059973952285462,2.766548512627553,8.335232776764963,3.353399391943371,1.78821,2.0555,"Otto Matic",7764,1997-11-26,2019-02-28
" 66502 (1999 RV75)",N,N,14.8,3.551,,.1390458228458341,2.596024338583529,2.23505799829737,14.96082155286447,2.956990678869688,1.2749,2.53513,"Otto Matic",7681,1997-04-28,2018-05-09
" 66538 (1999 RV117)",N,N,14.8,,,.1683586825598917,2.550759758741448,2.121317206232951,15.09224025396667,2.980202311249946,1.12071,2.49102,"Otto Matic",10100,1991-09-15,2019-05-11
" 66557 (1999 RN133)",N,N,15.3,3.148,,.1891202691076424,2.576687986918032,2.089384061425665,12.4395910115252,3.0639919124104,1.11418,2.29042,"Otto Matic",7717,1998-03-25,2019-05-11
" 66942 (1999 WR12)",N,N,15.5,3.553,,.2277737482589326,2.737784421341453,2.114189001767597,1.635655155086754,3.361379840915308,1.12525,2.01108,"Otto Matic",10398,1990-10-14,2019-04-03
" 66975 (1999 XR75)",N,N,14.7,3.002,,.1218712478839228,2.924817341106758,2.568366201913541,2.984976239032022,3.281268480299976,1.5809,2.05282,"Otto Matic",7304,1999-12-07,2019-12-06
" 67278 (2000 FF44)",N,N,16.1,,,.07614487884571479,2.192989542341365,2.026004619329862,5.290353066272322,2.359974465352868,1.01277,2.67947,"Otto Matic",7439,1998-11-19,2019-04-02
" 67335 (2000 JC6)",N,N,16.0,1.495,,.08793182575216994,1.870359799181879,1.705895647226355,27.47077839050827,2.034823951137404,.69435,3.27807,"Otto Matic",8343,1997-02-02,2019-12-07
" 67454 (2000 QU174)",N,N,15.6,1.839,,.1591418894758297,2.319861660861476,1.950674492829444,4.845982326399936,2.689048828893508,.944035,2.31163,"Otto Matic",7590,1999-01-15,2019-10-27
" 67459 (2000 QJ181)",N,N,15.0,6.330,,.1831812442918161,2.457726689424621,2.007517256326613,3.645838900778875,2.907936122522628,1.02003,2.49993,"Otto Matic",10869,1990-03-02,2019-12-04
" 67554 (2000 ST67)",N,N,14.8,4.088,,.1463657602498876,2.972481110314944,2.537411652775268,11.81454354575216,3.407550567854621,1.58526,1.83767,"Otto Matic",7678,1998-05-23,2019-05-31
" 67574 (2000 SL111)",N,N,15.2,,,.1118142103723653,2.349041653287979,2.086385415693788,4.196946086321103,2.61169789088217,1.10758,2.56665,"Otto Matic",7636,1998-02-24,2019-01-21
" 67603 (2000 SR148)",N,N,16.3,1.497,,.1651201985993438,2.23141931534835,1.862966914839619,2.772286459953957,2.599871715857082,.848344,2.59134,"Otto Matic",9947,1992-02-05,2019-05-01
" 67703 (2000 TU15)",N,N,15.3,,,.1282579669506329,2.386864252239307,2.080729895859951,.6721926277730447,2.692998608618664,1.07819,2.26627,"Otto Matic",8008,1998-01-02,2019-12-06
" 67971 (2000 XP1)",N,N,15.6,,,.1966063363344321,2.427541826080104,1.950271721355897,2.260572518155808,2.90481193080431,.95079,2.55533,"Otto Matic",8390,1996-12-17,2019-12-07
" 67994 (2000 XX24)",N,N,14.1,8.590,,.1272188963906004,2.679004514846957,2.338184517042691,10.63977674123327,3.019824512651222,1.35527,2.02435,"Otto Matic",7178,1999-09-08,2019-05-04
" 68127 (2001 AZ15)",N,N,14.9,2.953,,.2592124490497111,2.305552515495037,1.707924601540846,4.061182421571825,2.903180429449227,.714675,2.58108,"Otto Matic",7708,1998-03-20,2019-04-27
" 68256 (2001 DE100)",N,N,15.8,,,.2176286599430785,2.336180836640118,1.827760931777429,4.570662987812973,2.844600741502807,.816978,2.25551,"Otto Matic",8579,1995-11-14,2019-05-11
" 68298 (2001 FC80)",N,N,15.2,2.372,,.147513999572961,2.560851168618767,2.183089770424722,7.744016524986082,2.938612566812813,1.16827,2.11319,"Otto Matic",7740,1998-09-25,2019-12-04
" 68361 (2001 OX32)",N,N,15.2,2.667,,.07694536484688504,2.686051083804645,2.479371903163925,13.78747377512358,2.892730264445364,1.48671,2.36726,"Otto Matic",10502,1991-02-19,2019-11-21
" 68379 (2001 PN42)",N,N,14.4,4.922,,.1120408927250806,2.975240141751879,2.641891580198504,11.07299101880874,3.308588703305256,1.65226,2.07072,"Otto Matic",11879,1986-09-05,2019-03-15
" 68399 (2001 QS89)",N,N,15.0,2.972,,.2194614229529917,2.672011368960441,2.085607951781811,11.07579987434107,3.25841478613907,1.09685,2.14479,"Otto Matic",25582,1949-11-19,2019-12-04
" 68447 (2001 RP148)",N,N,14.4,8.323,,.2326082474539097,3.163355479616446,2.427532905429142,11.01385423943619,3.899178053803749,1.46234,1.64106,"Otto Matic",10173,1992-01-30,2019-12-07
" 68455 (2001 SH47)",N,N,16.5,,,.07991024659178489,2.313743220134554,2.128851428863531,4.820311326660285,2.498635011405577,1.1485,2.65346,"Otto Matic",10192,1992-01-10,2019-12-06
" 68504 (2001 UK119)",N,N,15.7,,,.0641374651122024,2.348814573692724,2.198167560917475,2.247787058189829,2.499461586467974,1.18495,2.64912,"Otto Matic",10642,1990-10-15,2019-12-04
" 68512 (2001 UV161)",N,N,15.3,,,.1963974867541828,2.595178145135342,2.085491679751379,2.22326532775915,3.104864610519305,1.07101,2.17972,"Otto Matic",8778,1995-02-23,2019-03-07
